region;Departamento;Ciudad;codigo
Centro Oriente;Boyacá;Mongua;15464
Centro Oriente;Boyacá;Monguí;15466
Centro Oriente;Boyacá;Moniquirá;15469
Centro Oriente;Boyacá;Motavita;15476
Centro Oriente;Boyacá;Muzo;15480
Centro Oriente;Boyacá;Nobsa;15491
Centro Oriente;Boyacá;Nuevo Colón;15494
Centro Oriente;Boyacá;Oicatá;15500
Centro Oriente;Boyacá;Otanche;15507
Centro Oriente;Boyacá;Pachavita;15511
Centro Oriente;Boyacá;Páez;15514
Centro Oriente;Boyacá;Paipa;15516
Centro Oriente;Boyacá;Pajarito;15518
Centro Oriente;Boyacá;Panqueba;15522
Centro Oriente;Boyacá;Pauna;15531
Centro Oriente;Boyacá;Paya;15533
Centro Oriente;Boyacá;Paz De Río;15537
Centro Oriente;Boyacá;Pesca;15542
Centro Oriente;Boyacá;Pisba;15550
Centro Oriente;Boyacá;Puerto Boyacá;15572
Centro Oriente;Boyacá;Quípama;15580
Centro Oriente;Boyacá;Ramiriquí;15599
Centro Oriente;Boyacá;Ráquira;15600
Centro Oriente;Boyacá;Rondón;15621
Centro Oriente;Boyacá;Saboyá;15632
Centro Oriente;Boyacá;Sáchica;15638
Centro Oriente;Boyacá;Samacá;15646
Centro Oriente;Boyacá;San Eduardo;15660
Centro Oriente;Boyacá;San José De Pare;15664
Centro Oriente;Boyacá;San Luis De Gaceno;15667
Centro Oriente;Boyacá;San Mateo;15673
Centro Oriente;Boyacá;San Miguel De Sema;15676
Centro Oriente;Boyacá;San Pablo Borbur;15681
Centro Oriente;Boyacá;Santana;15686
Centro Oriente;Boyacá;Santa María;15690
Centro Oriente;Boyacá;Santa Rosa De Viterbo;15693
Centro Oriente;Boyacá;Santa Sofía;15696
Centro Oriente;Boyacá;Sativanorte;15720
Centro Oriente;Boyacá;Sativasur;15723
Centro Oriente;Boyacá;Siachoque;15740
Centro Oriente;Boyacá;Soatá;15753
Centro Oriente;Boyacá;Socotá;15755
Centro Oriente;Boyacá;Socha;15757
Centro Oriente;Boyacá;Sogamoso;15759
Centro Oriente;Boyacá;Somondoco;15761
Centro Oriente;Boyacá;Sora;15762
Centro Oriente;Boyacá;Sotaquirá;15763
Centro Oriente;Boyacá;Soracá;15764
Centro Oriente;Boyacá;Susacón;15774
Centro Oriente;Boyacá;Sutamarchán;15776
Centro Oriente;Boyacá;Sutatenza;15778
Centro Oriente;Boyacá;Tasco;15790
Centro Oriente;Boyacá;Tenza;15798
Centro Oriente;Boyacá;Tibaná;15804
Centro Oriente;Boyacá;Tibasosa;15806
Centro Oriente;Boyacá;Tinjacá;15808
Centro Oriente;Boyacá;Tipacoque;15810
Centro Oriente;Boyacá;Toca;15814
Centro Oriente;Boyacá;Togüí;15816
Centro Oriente;Boyacá;Tópaga;15820
Centro Oriente;Boyacá;Tota;15822
Centro Oriente;Boyacá;Tununguá;15832
Centro Oriente;Boyacá;Turmequé;15835
Centro Oriente;Boyacá;Tuta;15837
Centro Oriente;Boyacá;Tutazá;15839
Centro Oriente;Boyacá;Umbita;15842
Centro Oriente;Boyacá;Ventaquemada;15861
Centro Oriente;Boyacá;Viracachá;15879
Centro Oriente;Boyacá;Zetaquira;15897
Centro Oriente;Cundinamarca;Agua De Dios;25001
Centro Oriente;Cundinamarca;Alban;25019
Centro Oriente;Cundinamarca;Anapoima;25035
Centro Oriente;Cundinamarca;Anolaima;25040
Centro Oriente;Cundinamarca;Arbeláez;25053
Centro Oriente;Cundinamarca;Beltrán;25086
Centro Oriente;Cundinamarca;Bituima;25095
Centro Oriente;Cundinamarca;Bojacá;25099
Centro Oriente;Cundinamarca;Cabrera;25120
Centro Oriente;Cundinamarca;Cachipay;25123
Centro Oriente;Cundinamarca;Cajicá;25126
Centro Oriente;Cundinamarca;Caparrapí;25148
Centro Oriente;Cundinamarca;Caqueza;25151
Centro Oriente;Cundinamarca;Carmen De Carupa;25154
Centro Oriente;Cundinamarca;Chaguaní;25168
Centro Oriente;Cundinamarca;Chía;25175
Centro Oriente;Cundinamarca;Chipaque;25178
Centro Oriente;Cundinamarca;Choachí;25181
Centro Oriente;Cundinamarca;Chocontá;25183
Centro Oriente;Cundinamarca;Cogua;25200
Centro Oriente;Cundinamarca;Cota;25214
Centro Oriente;Cundinamarca;Cucunubá;25224
Centro Oriente;Cundinamarca;El Colegio;25245
Centro Oriente;Cundinamarca;El Peñon;25258
Centro Oriente;Cundinamarca;El Rosal;25260
Centro Oriente;Cundinamarca;Facatativá;25269
Centro Oriente;Cundinamarca;Fomeque;25279
Centro Oriente;Cundinamarca;Fosca;25281
Centro Oriente;Cundinamarca;Funza;25286
Centro Oriente;Cundinamarca;Fúquene;25288
Centro Oriente;Cundinamarca;Fusagasugá;25290
Centro Oriente;Cundinamarca;Gachala;25293
Centro Oriente;Cundinamarca;Gachancipá;25295
Centro Oriente;Cundinamarca;Gachetá;25297
Centro Oriente;Cundinamarca;Gama;25299
Centro Oriente;Cundinamarca;Girardot;25307
Centro Oriente;Cundinamarca;Granada;25312
Centro Oriente;Cundinamarca;Guachetá;25317
Centro Oriente;Cundinamarca;Guaduas;25320
Centro Oriente;Cundinamarca;Guasca;25322
Centro Oriente;Cundinamarca;Guataquí;25324
Centro Oriente;Cundinamarca;Guatavita;25326
Centro Oriente;Cundinamarca;Guayabal De Siquima;25328
Centro Oriente;Cundinamarca;Guayabetal;25335
Centro Oriente;Cundinamarca;Gutiérrez;25339
Centro Oriente;Cundinamarca;Jerusalén;25368
Centro Oriente;Cundinamarca;Junín;25372
Centro Oriente;Cundinamarca;La Calera;25377
Centro Oriente;Cundinamarca;La Mesa;25386
Centro Oriente;Cundinamarca;La Palma;25394
Centro Oriente;Cundinamarca;La Peña;25398
Centro Oriente;Cundinamarca;La Vega;25402
Centro Oriente;Cundinamarca;Lenguazaque;25407
Centro Oriente;Cundinamarca;Macheta;25426
Centro Oriente;Cundinamarca;Madrid;25430
Centro Oriente;Cundinamarca;Manta;25436
Centro Oriente;Cundinamarca;Medina;25438
Centro Oriente;Cundinamarca;Mosquera;25473
Centro Oriente;Cundinamarca;Nariño;25483
Centro Oriente;Cundinamarca;Nemocón;25486
Centro Oriente;Cundinamarca;Nilo;25488
Centro Oriente;Cundinamarca;Nimaima;25489
Centro Oriente;Cundinamarca;Nocaima;25491
Centro Oriente;Cundinamarca;Venecia;25506
Centro Oriente;Cundinamarca;Pacho;25513
Centro Oriente;Cundinamarca;Paime;25518
Centro Oriente;Cundinamarca;Pandi;25524
Centro Oriente;Cundinamarca;Paratebueno;25530
Centro Oriente;Cundinamarca;Pasca;25535
Centro Oriente;Cundinamarca;Puerto Salgar;25572
Centro Oriente;Cundinamarca;Pulí;25580
Centro Oriente;Cundinamarca;Quebradanegra;25592
Centro Oriente;Cundinamarca;Quetame;25594
Centro Oriente;Cundinamarca;Quipile;25596
Centro Oriente;Cundinamarca;Apulo;25599
Centro Oriente;Cundinamarca;Ricaurte;25612
Centro Oriente;Cundinamarca;San Antonio De Tequendama;25645
Centro Oriente;Cundinamarca;San Bernardo;25649
Centro Oriente;Cundinamarca;San Cayetano;25653
Centro Oriente;Cundinamarca;San Francisco;25658
Centro Oriente;Cundinamarca;San Juan De Río Seco;25662
Centro Oriente;Cundinamarca;Sasaima;25718
Centro Oriente;Cundinamarca;Sesquilé;25736
Centro Oriente;Cundinamarca;Sibaté;25740
Centro Oriente;Cundinamarca;Silvania;25743
Centro Oriente;Cundinamarca;Simijaca;25745
Centro Oriente;Cundinamarca;Soacha;25754
Centro Oriente;Cundinamarca;Sopó;25758
Centro Oriente;Cundinamarca;Subachoque;25769
Centro Oriente;Cundinamarca;Suesca;25772
Centro Oriente;Cundinamarca;Supatá;25777
Centro Oriente;Cundinamarca;Susa;25779
Centro Oriente;Cundinamarca;Sutatausa;25781
Centro Oriente;Cundinamarca;Tabio;25785
Centro Oriente;Cundinamarca;Tausa;25793
Centro Oriente;Cundinamarca;Tena;25797
Centro Oriente;Cundinamarca;Tenjo;25799
Centro Oriente;Cundinamarca;Tibacuy;25805
Centro Oriente;Cundinamarca;Tibirita;25807
Centro Oriente;Cundinamarca;Tocaima;25815
Centro Oriente;Cundinamarca;Tocancipá;25817
Centro Oriente;Cundinamarca;Topaipí;25823
Centro Oriente;Cundinamarca;Ubalá;25839
Centro Oriente;Cundinamarca;Ubaque;25841
Centro Oriente;Cundinamarca;Ubate;25843
Centro Oriente;Cundinamarca;Une;25845
Centro Oriente;Cundinamarca;Útica;25851
Centro Oriente;Cundinamarca;Vergara;25862
Centro Oriente;Cundinamarca;Vianí;25867
Centro Oriente;Cundinamarca;Villagómez;25871
Centro Oriente;Cundinamarca;Villapinzón;25873
Centro Oriente;Cundinamarca;Villeta;25875
Centro Oriente;Cundinamarca;Viotá;25878
Centro Oriente;Cundinamarca;Yacopí;25885
Centro Oriente;Cundinamarca;Zipacón;25898
Centro Oriente;Cundinamarca;Zipaquirá;25899
Centro Oriente;Huila;Neiva;41001
Centro Oriente;Huila;Acevedo;41006
Centro Oriente;Huila;Agrado;41013
Centro Oriente;Huila;Aipe;41016
Centro Oriente;Huila;Algeciras;41020
Centro Oriente;Huila;Altamira;41026
Centro Oriente;Huila;Baraya;41078
Centro Oriente;Huila;Campoalegre;41132
Centro Oriente;Huila;Colombia;41206
Centro Oriente;Huila;Elías;41244
Centro Oriente;Huila;Garzón;41298
Centro Oriente;Huila;Gigante;41306
Centro Oriente;Huila;Guadalupe;41319
Centro Oriente;Huila;Hobo;41349
Centro Oriente;Huila;Iquira;41357
Centro Oriente;Huila;Isnos;41359
Centro Oriente;Huila;La Argentina;41378
Centro Oriente;Huila;La Plata;41396
Centro Oriente;Huila;Nátaga;41483
Centro Oriente;Huila;Oporapa;41503
Centro Oriente;Huila;Paicol;41518
Centro Oriente;Huila;Palestina;41530
Centro Oriente;Huila;Palermo;41524
Centro Oriente;Huila;Pital;41548
Centro Oriente;Huila;Pitalito;41551
Centro Oriente;Huila;Rivera;41615
Centro Oriente;Huila;Saladoblanco;41660
Centro Oriente;Huila;San Agustín;41668
Centro Oriente;Huila;Santa María;41676
Centro Oriente;Huila;Suaza;41770
Centro Oriente;Huila;Tarqui;41791
Centro Oriente;Huila;Tesalia;41797
Centro Oriente;Huila;Tello;41799
Centro Oriente;Huila;Teruel;41801
Centro Oriente;Huila;Timaná;41807
Centro Oriente;Huila;Villavieja;41872
Centro Oriente;Huila;Yaguará;41885
Centro Oriente;Norte de Santander;Cúcuta;54001
Centro Oriente;Norte de Santander;Abrego;54003
Centro Oriente;Norte de Santander;Arboledas;54051
Centro Oriente;Norte de Santander;Bochalema;54099
Centro Oriente;Norte de Santander;Bucarasica;54109
Centro Oriente;Norte de Santander;Cácota;54125
Centro Oriente;Norte de Santander;Cachirá;54128
Centro Oriente;Norte de Santander;Chinácota;54172
Centro Oriente;Norte de Santander;Chitagá;54174
Centro Oriente;Norte de Santander;Convención;54206
Centro Oriente;Norte de Santander;Cucutilla;54223
Centro Oriente;Norte de Santander;Durania;54239
Centro Oriente;Norte de Santander;El Carmen;54245
Centro Oriente;Norte de Santander;El Tarra;54250
Centro Oriente;Norte de Santander;El Zulia;54261
Centro Oriente;Norte de Santander;Gramalote;54313
Centro Oriente;Norte de Santander;Hacarí;54344
Centro Oriente;Norte de Santander;Herrán;54347
Centro Oriente;Norte de Santander;Labateca;54377
Centro Oriente;Norte de Santander;La Esperanza;54385
Centro Oriente;Norte de Santander;La Playa;54398
Centro Oriente;Norte de Santander;Los Patios;54405
Centro Oriente;Norte de Santander;Lourdes;54418
Centro Oriente;Norte de Santander;Mutiscua;54480
Centro Oriente;Norte de Santander;Ocaña;54498
Centro Oriente;Norte de Santander;Pamplona;54518
Centro Oriente;Norte de Santander;Pamplonita;54520
Centro Oriente;Norte de Santander;Puerto Santander;54553
Centro Oriente;Norte de Santander;Ragonvalia;54599
Centro Oriente;Norte de Santander;Salazar;54660
Centro Oriente;Norte de Santander;San Calixto;54670
Centro Oriente;Norte de Santander;San Cayetano;54673
Centro Oriente;Norte de Santander;Santiago;54680
Centro Oriente;Norte de Santander;Sardinata;54720
Centro Oriente;Norte de Santander;Silos;54743
Centro Oriente;Norte de Santander;Teorama;54800
Centro Oriente;Norte de Santander;Tibú;54810
Centro Oriente;Norte de Santander;Toledo;54820
Centro Oriente;Norte de Santander;Villa Caro;54871
Centro Oriente;Norte de Santander;Villa Del Rosario;54874
Centro Oriente;Santander;Bucaramanga;68001
Centro Oriente;Santander;Aguada;68013
Centro Oriente;Santander;Albania;68020
Centro Oriente;Santander;Aratoca;68051
Centro Oriente;Santander;Barbosa;68077
Centro Oriente;Santander;Barichara;68079
Centro Oriente;Santander;Barrancabermeja;68081
Centro Oriente;Santander;Betulia;68092
Centro Oriente;Santander;Bolivar;68101
Centro Oriente;Santander;Cabrera;68121
Centro Oriente;Santander;California;68132
Centro Oriente;Santander;Capitanejo;68147
Centro Oriente;Santander;Carcasí;68152
Centro Oriente;Santander;Cepitá;68160
Centro Oriente;Santander;Cerrito;68162
Centro Oriente;Santander;Charalá;68167
Centro Oriente;Santander;Charta;68169
Centro Oriente;Santander;Chima;68176
Centro Oriente;Santander;Chipatá;68179
Centro Oriente;Santander;Cimitarra;68190
Centro Oriente;Santander;Concepción;68207
Centro Oriente;Santander;Confines;68209
Centro Oriente;Santander;Contratación;68211
Centro Oriente;Santander;Coromoro;68217
Centro Oriente;Santander;Curití;68229
Centro Oriente;Santander;El Carmen De Chucurí;68235
Centro Oriente;Santander;El Guacamayo;68245
Centro Oriente;Santander;El Peñón;68250
Centro Oriente;Santander;El Playón;68255
Centro Oriente;Santander;Encino;68264
Centro Oriente;Santander;Enciso;68266
Centro Oriente;Santander;Florián;68271
Centro Oriente;Santander;Floridablanca;68276
Centro Oriente;Santander;Galán;68296
Centro Oriente;Santander;Gambita;68298
Centro Oriente;Santander;Girón;68307
Centro Oriente;Santander;Guaca;68318
Centro Oriente;Santander;Guadalupe;68320
Centro Oriente;Santander;Guapotá;68322
Centro Oriente;Santander;Guavatá;68324
Centro Oriente;Santander;Güepsa;68327
Centro Oriente;Santander;Hato;68344
Centro Oriente;Santander;Jesús María;68368
Centro Oriente;Santander;Jordán;68370
Centro Oriente;Santander;La Belleza;68377
Centro Oriente;Santander;Landázuri;68385
Centro Oriente;Santander;La Paz;68397
Centro Oriente;Santander;Lebríja;68406
Centro Oriente;Santander;Los Santos;68418
Centro Oriente;Santander;Macaravita;68425
Centro Oriente;Santander;Málaga;68432
Centro Oriente;Santander;Matanza;68444
Centro Oriente;Santander;Mogotes;68464
Centro Oriente;Santander;Molagavita;68468
Centro Oriente;Santander;Ocamonte;68498
Centro Oriente;Santander;Oiba;68500
Centro Oriente;Santander;Onzaga;68502
Centro Oriente;Santander;Palmar;68522
Centro Oriente;Santander;Palmas Del Socorro;68524
Centro Oriente;Santander;Páramo;68533
Centro Oriente;Santander;Piedecuesta;68547
Centro Oriente;Santander;Pinchote;68549
Centro Oriente;Santander;Puente Nacional;68572
Centro Oriente;Santander;Puerto Parra;68573
Centro Oriente;Santander;Puerto Wilches;68575
Centro Oriente;Santander;Rionegro;68615
Centro Oriente;Santander;Sabana De Torres;68655
Centro Oriente;Santander;San Andres;68669
Centro Oriente;Santander;San Benito;68673
Centro Oriente;Santander;San Gil;68679
Centro Oriente;Santander;San Joaquín;68682
Centro Oriente;Santander;San José De Miranda;68684
Centro Oriente;Santander;San Miguel;68686
Centro Oriente;Santander;San Vicente De Chucurí;68689
Centro Oriente;Santander;Santa Barbara;68705
Centro Oriente;Santander;Santa Helena Del Opón;68720
Centro Oriente;Santander;Simacota;68745
Centro Oriente;Santander;Socorro;68755
Centro Oriente;Santander;Suaita;68770
Centro Oriente;Santander;Sucre;68773
Centro Oriente;Santander;Suratá;68780
Centro Oriente;Santander;Tona;68820
Centro Oriente;Santander;Valle De San José;68855
Centro Oriente;Santander;Vélez;68861
Centro Oriente;Santander;Vetas;68867
Centro Oriente;Santander;Villanueva;68872
Centro Oriente;Santander;Zapatoca;68895
Centro Oriente;Tolima;Ibagué;73001
Centro Oriente;Tolima;Alpujarra;73024
Centro Oriente;Tolima;Alvarado;73026
Centro Oriente;Tolima;Ambalema;73030
Centro Oriente;Tolima;Anzoátegui;73043
Centro Oriente;Tolima;Armero;73055
Centro Oriente;Tolima;Ataco;73067
Centro Oriente;Tolima;Cajamarca;73124
Centro Oriente;Tolima;Carmen de Apicalá;73148
Centro Oriente;Tolima;Casabianca;73152
Centro Oriente;Tolima;Chaparral;73168
Centro Oriente;Tolima;Coello;73200
Centro Oriente;Tolima;Coyaima;73217
Centro Oriente;Tolima;Cunday;73226
Centro Oriente;Tolima;Dolores;73236
Centro Oriente;Tolima;Espinal;73268
Centro Oriente;Tolima;Falan;73270
Centro Oriente;Tolima;Flandes;73275
Centro Oriente;Tolima;Fresno;73283
Centro Oriente;Tolima;Guamo;73319
Centro Oriente;Tolima;Herveo;73347
Centro Oriente;Tolima;Honda;73349
Centro Oriente;Tolima;Icononzo;73352
Centro Oriente;Tolima;Lérida;73408
Centro Oriente;Tolima;Líbano;73411
Centro Oriente;Tolima;Mariquita;73443
Centro Oriente;Tolima;Melgar;73449
Centro Oriente;Tolima;Murillo;73461
Centro Oriente;Tolima;Natagaima;73483
Centro Oriente;Tolima;Ortega;73504
Centro Oriente;Tolima;Palocabildo;73520
Centro Oriente;Tolima;Piedras;73547
Centro Oriente;Tolima;Planadas;73555
Centro Oriente;Tolima;Prado;73563
Centro Oriente;Tolima;Purificación;73585
Centro Oriente;Tolima;Rioblanco;73616
Centro Oriente;Tolima;Roncesvalles;73622
Centro Oriente;Tolima;Rovira;73624
Centro Oriente;Tolima;Saldaña;73671
Centro Oriente;Tolima;San Antonio;73675
Centro Oriente;Tolima;San Luis;73678
Centro Oriente;Tolima;Santa Isabel;73686
Centro Oriente;Tolima;Suarez;73770
Centro Oriente;Tolima;Valle De San Juan;73854
Centro Oriente;Tolima;Venadillo;73861
Centro Oriente;Tolima;Villahermosa;73870
Centro Oriente;Tolima;Villarrica;73873
Orinoquía;Meta;Villavicencio;50001
Orinoquía;Meta;Acacías;50006
Orinoquía;Meta;Barranca De Upía;50110
Orinoquía;Meta;Cabuyaro;50124
Orinoquía;Meta;Castilla La Nueva;50150
Orinoquía;Meta;Cubarral;50223
Orinoquía;Meta;Cumaral;50226
Orinoquía;Meta;El Calvario;50245
Orinoquía;Meta;El Castillo;50251
Orinoquía;Meta;El Dorado;50270
Orinoquía;Meta;Fuente De Oro;50287
Orinoquía;Meta;Granada;50313
Orinoquía;Meta;Guamal ;50318
Orinoquía;Meta;Mapiripán;50325
Orinoquía;Meta;Mesetas;50330
Orinoquía;Meta;La Macarena;50350
Orinoquía;Meta;Uribe;50370
Orinoquía;Meta;Lejanías;50400
Orinoquía;Meta;Puerto Concordia;50450
Orinoquía;Meta;Puerto Gaitán;50568
Orinoquía;Meta;Puerto López;50573
Orinoquía;Meta;Puerto Lleras;50577
Orinoquía;Meta;Puerto Rico;50590
Orinoquía;Meta;Restrepo;50606
Orinoquía;Meta;San Carlos De Guaroa;50680
Orinoquía;Meta;San Juan De Arama;50683
Orinoquía;Meta;San Juanito;50686
Orinoquía;Meta;San Martín;50689
Orinoquía;Meta;Vista Hermosa;50711
Orinoquía;Arauca;Arauca;81001
Orinoquía;Arauca;Arauquita;81065
Orinoquía;Arauca;Cravo Norte;81220
Orinoquía;Arauca;Fortul;81300
Orinoquía;Arauca;Puerto Rondón;81591
Orinoquía;Arauca;Saravena;81736
Orinoquía;Arauca;Tame;81794
Orinoquía;Casanare;Yopal;85001
Orinoquía;Casanare;Aguazul;85010
Orinoquía;Casanare;Chameza;85015
Orinoquía;Casanare;Hato Corozal;85125
Orinoquía;Casanare;La Salina;85136
Orinoquía;Casanare;Maní;85139
Orinoquía;Casanare;Monterrey;85162
Orinoquía;Casanare;Nunchía;85225
Orinoquía;Casanare;Orocué;85230
Orinoquía;Casanare;Paz De Ariporo;85250
Orinoquía;Casanare;Pore;85263
Orinoquía;Casanare;Recetor;85279
Orinoquía;Casanare;Sabanalarga;85300
Orinoquía;Casanare;Sácama;85315
Orinoquía;Casanare;San Luis De Palenque;85325
Orinoquía;Casanare;Támara;85400
Orinoquía;Casanare;Tauramena;85410
Orinoquía;Casanare;Trinidad;85430
Orinoquía;Casanare;Villanueva;85440
Orinoquía;Guainía;Inírida;94001
Orinoquía;Guainía;Barranco Minas;94343
Orinoquía;Guainía;Mapiripana;94663
Orinoquía;Guainía;San Felipe;94883
Orinoquía;Guainía;Puerto Colombia;94884
Orinoquía;Guainía;La Guadalupe;94885
Orinoquía;Guainía;Cacahual;94886
Orinoquía;Guainía;Pana Pana;94887
Orinoquía;Guainía;Morichal Nuevo;94888
Orinoquía;Guaviare;San José Del Guaviare;95001
Orinoquía;Guaviare;Calamar;95015
Orinoquía;Guaviare;El Retorno;95025
Orinoquía;Guaviare;Miraflores;95200
Orinoquía;Vaupés;Mitú;97001
Orinoquía;Vaupés;Caruru;97161
Orinoquía;Vaupés;Taraira;97666
Orinoquía;Vaupés;Papunahua;97777
Orinoquía;Vaupés;Yavarate;97889
Orinoquía;Vaupés;Pacoa;97511
Orinoquía;Vichada;Puerto Carreño;99001
Orinoquía;Vichada;La Primavera;99524
Orinoquía;Vichada;Santa Rosalía;99624
Orinoquía;Vichada;Cumaribo;99773
Amazonía;Caquetá;Florencia;18001
Amazonía;Caquetá;Albania;18029
Amazonía;Caquetá;Belén De Los Andaquies;18094
Amazonía;Caquetá;Cartagena Del Chairá;18150
Amazonía;Caquetá;Curillo;18205
Amazonía;Caquetá;El Doncello;18247
Amazonía;Caquetá;El Paujil;18256
Amazonía;Caquetá;La Montañita;18410
Amazonía;Caquetá;Milán;18460
Amazonía;Caquetá;Morelia;18479
Amazonía;Caquetá;Puerto Rico;18592
Amazonía;Caquetá;San José del Fragua;18610
Amazonía;Caquetá;San Vicente Del Caguán;18753
Amazonía;Caquetá;Solano;18756
Amazonía;Caquetá;Solita;18785
Amazonía;Caquetá;Valparaiso;18860
Amazonía;Putumayo;Mocoa;86001
Amazonía;Putumayo;Colon;86219
Amazonía;Putumayo;Orito;86320
Amazonía;Putumayo;Puerto Asís;86568
Amazonía;Putumayo;Puerto Caicedo;86569
Amazonía;Putumayo;Puerto Guzmán;86571
Amazonía;Putumayo;Puerto Leguízamo;86573
Amazonía;Putumayo;Sibundoy;86749
Amazonía;Putumayo;San Francisco;86755
Amazonía;Putumayo;San Miguel;86757
Amazonía;Putumayo;Santiago;86760
Amazonía;Putumayo;Valle Del Guamuez;86865
Amazonía;Putumayo;Villagarzón;86885
Amazonía;Amazonas;Leticia;91001
Amazonía;Amazonas;La Chorrera;91405
Amazonía;Amazonas;La Pedrera;91407
Amazonía;Amazonas;La Victoria;91430
Amazonía;Amazonas;Miriti-Parana;91460
Amazonía;Amazonas;Puerto Alegria;91530
Amazonía;Amazonas;Puerto Arica;91536
Amazonía;Amazonas;Puerto Nariño;91540
Amazonía;Amazonas;Puerto Santander;91669
Amazonía;Amazonas;Tarapaca;91798
Amazonía;Amazonas;El Encanto;91263
Bogotá;Bogotá;Bogotá D.C.;711
Nacional ;Nacional;N/A;N/A
